strain	strain_name	segment	date	host	country	subtype	virus_species	hpiv_subtype
KY684744	HPIV3/Seattle/USA/9E7/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KT796450	NSVH2015_17_58429	NA	2015-04-26	Human	Spain	NA	Human_respirovirus_3	HPIV3
LC316027	HPIV3/Iwate/53/2014	NA	2014-06-16	Human	Japan	3	Human_respirovirus_3	HPIV3
LC373412	HPIV3/Sendai_H/648/2013-XX-XX	NA	2013-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MN116659	NY11	NA	2011-07-13	Human	Kenya	NA	Human_respirovirus_3	HPIV3
LC373342	HPIV3/Sendai_H/1233/2007-XX-XX	NA	2007-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH828699	vzhpiv35	NA	2015-01-15	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MW654265	GER/3650/13_14	NA	2014-05-26	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC316032	HPIV3/Iwate/64/2014	NA	2014-08-11	Human	Japan	3	Human_respirovirus_3	HPIV3
KY618204	E5_2	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
MH006646	HPIV3/VietNam/051/2009	NA	2009-03-17	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
LC189440	2011Pt181_1_3	NA	2011-08-23	Human	Japan	NA	Human_respirovirus_3	HPIV3
KX467957	HPIV3s/Zagreb.HR/22/15_1135_	NA	2014-05-31	Human	Croatia	NA	Human_respirovirus_3	HPIV3
LC189429	2011-XX-XX_comD	NA	2011-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654356	GER/0423/18_19	NA	2018-11-12	Human	Germany	NA	Human_respirovirus_3	HPIV3
MF973191	HPIV3/Seattle/USA/7T7/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MH006671	HPIV3/VietNam/093/2010	NA	2010-05-27	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
LC373448	HPIV3/Sendai_H/Y1546/1996-XX-XX	NA	1996-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW880958	HPIV_3_HA_Patient_38	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
MH699952	HPIV3/UK/E/28/06/2017	NA	2017-06-28	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
KX467915	HPIV3s/Zagreb.HR/25/12_2684_	NA	2012-06-20	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KY933407	HPIV3/Seattle/USA/4874/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY973576	HPIV3/Seattle/USA/10P1/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654275	GER/0437/14_15	NA	2014-11-10	Human	Germany	NA	Human_respirovirus_3	HPIV3
MN116667	IS2	NA	2010-10-26	Human	Kenya	NA	Human_respirovirus_3	HPIV3
ON385657	HPIV3/Gwangju/KOR/24/2019	NA	2019-06-10	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385773	HPIV3/Gwangju/KOR/24/2019	NA	2019-06-10	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MK679526	C157	NA	2017-05-03	Human	China	NA	Human_respirovirus_3	HPIV3
KY973594	HPIV3/Seattle/USA/10F5/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MH006649	HPIV3/VietNam/057/2009	NA	2009-12-22	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MH006651	HPIV3/VietNam/059/2010	NA	2010-01-06	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
KX467892	HPIV3s/Zagreb.HR/20.12_2547_	NA	2012-05-20	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KT796401	NSVH2014_25_31723	NA	2014-06-21	Human	Spain	NA	Human_respirovirus_3	HPIV3
MH828698	vzhpiv34	NA	2014-01-23	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MH699953	HPIV3/UK/F/01/07/2017	NA	2017-07-01	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
MH892409	t146a304_HPIV3	NA	2016-08-01	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
MH678691	HPIV3/UK/371/04/2015	NA	2015-04-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
MH684360	HPIV3/Zagreb.HR/27.18_447_	NA	2018-07-06	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MF973178	HPIV3/Seattle/USA/7O4/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MG773275	HPIV3/BuenosAires/ARG/001/2016	NA	2016-07-29	Human	Argentina	NA	Human_respirovirus_3	HPIV3
MW654375	GER/4204/18_19	NA	2019-05-06	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY973574	HPIV3/Seattle/USA/10Q7/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC373361	HPIV3/Sendai_H/N175/2013-XX-XX	NA	2013-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MF973182	HPIV3/Seattle/USA/7R10/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
ON385746	HPIV3/Gwangju/KOR/36/2018	NA	2018-06-05	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385706	HPIV3/Gwangju/KOR/36/2018	NA	2018-06-05	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY779608	HPIV3/Seattle/USA/4407/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MF973171	HPIV3/Seattle/USA/7J2/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC486649	HPIV3s/SaitamaC.JPN/18_445	NA	2018-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373344	HPIV3/Sendai_H/N124/2013-XX-XX	NA	2013-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373411	HPIV3/Sendai_H/618/2015-XX-XX/CIV5	NA	2015-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH006679	HPIV3/VietNam/101/2010	NA	2010-03-17	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
KT796445	NSVH2015_15_99033	NA	2015-04-10	Human	Spain	NA	Human_respirovirus_3	HPIV3
ON385589	HPIV3/Gwangju/KOR/02/2021	NA	2021-09-02	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385787	HPIV3/Gwangju/KOR/02/2021	NA	2021-09-02	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KT796456	NSVH2015_20_67163	NA	2015-05-17	Human	Spain	NA	Human_respirovirus_3	HPIV3
ON385658	HPIV3/Gwangju/KOR/25/2019	NA	2019-06-11	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385774	HPIV3/Gwangju/KOR/25/2019	NA	2019-06-11	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MW654354	GER/0234/18_19	NA	2018-10-29	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX467924	HPIV3s/Zagreb.HR/11/13_634_	NA	2013-03-12	Human	Croatia	NA	Human_respirovirus_3	HPIV3
LC373434	HPIV3/Sendai_H/881/1997-XX-XX	NA	1997-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373366	HPIV3/Sendai_H/2018/2005-XX-XX	NA	2005-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385724	HPIV3/Gwangju/KOR/14/2018	NA	2018-04-30	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385684	HPIV3/Gwangju/KOR/14/2018	NA	2018-04-30	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385660	HPIV3/Gwangju/KOR/27/2019	NA	2019-06-17	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385776	HPIV3/Gwangju/KOR/27/2019	NA	2019-06-17	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KX912789	MY_U2165/13	NA	2013-03-20	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
LC373333	HPIV3/Sendai_H/1052/1997-XX-XX	NA	1997-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KY973583	HPIV3/Seattle/USA/10L3/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC486647	HPIV3s/SaitamaC.JPN/17_602	NA	2017-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MF554718	HPIV3/Seattle/USA/2T2/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KT796444	NSVH2015_15_98219	NA	2015-04-09	Human	Spain	NA	Human_respirovirus_3	HPIV3
MT118710	2019-XX-XX_2525	NA	2019-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MN116681	KR5	NA	2010-12-20	Human	Kenya	NA	Human_respirovirus_3	HPIV3
LC486645	HPIV3s/SaitamaC.JPN/17_337	NA	2017-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MF554722	HPIV3/Seattle/USA/2O10/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY648988	C84B_9_1	NA	2016-XX-XX	Human	Korea	NA	Human_respirovirus_3	HPIV3
LC316040	HPIV3/Iwate/16/2013	NA	2013-06-21	Human	Japan	3	Human_respirovirus_3	HPIV3
MH678688	HPIV3/UK/82/07/2011	NA	2011-07-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
MF973187	HPIV3/Seattle/USA/7S7/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654357	GER/0574/18_19	NA	2018-11-21	Human	Germany	NA	Human_respirovirus_3	HPIV3
MH006638	HPIV3/VietNam/024/2009	NA	2009-06-01	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
KY618156	C84A_2_2	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY618196	E2_6	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
MW654292	GER/5078/14_15	NA	2015-05-05	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC373339	HPIV3/Sendai_H/1214/2006-XX-XX	NA	2006-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC710441	HPIV3/Tokyo/21133/2021-XX-XX	NA	2021-XX-XX	Human	Japan	type3	Human_respirovirus_3	HPIV3
KY648991	Con2	NA	2016-XX-XX	Human	Korea	NA	Human_respirovirus_3	HPIV3
MT489459	HD31865	NA	2014-09-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX912781	MY_U2018/13	NA	2013-02-22	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MW654304	GER/0848/16_17	NA	2016-11-30	Human	Germany	NA	Human_respirovirus_3	HPIV3
MF795095	HPIV3/Seattle/USA/SC1784/2017-XX-XX	NA	2017-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
ON385668	HPIV3/Gwangju/KOR/35/2019	NA	2019-11-12	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385784	HPIV3/Gwangju/KOR/35/2019	NA	2019-11-12	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
OM240905	PIV3_KINRESS_JJ0202	NA	2016-06-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC710445	HPIV3/Tokyo/21112/2021-XX-XX	NA	2021-XX-XX	Human	Japan	type3	Human_respirovirus_3	HPIV3
LC189382	2010Pt33_2_3	NA	2010-08-24	Human	Japan	NA	Human_respirovirus_3	HPIV3
MF118145	HPIV3/Seattle/USA/5913/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
ON385649	HPIV3/Gwangju/KOR/16/2019	NA	2019-05-28	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385765	HPIV3/Gwangju/KOR/16/2019	NA	2019-05-28	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MT118709	2019-XX-XX_2470	NA	2019-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MF973170	HPIV3/Seattle/USA/7J10/2011-XX-XX	NA	2011-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC486612	HPIV3s/SaitamaC.JPN/13_223	NA	2013-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385645	HPIV3/Gwangju/KOR/12/2019	NA	2019-05-20	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385761	HPIV3/Gwangju/KOR/12/2019	NA	2019-05-20	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KX467964	HPIV3s/Zagreb.HR/44/15_1670_	NA	2015-11-01	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KX912800	MY_U2417/13	NA	2013-05-15	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MT489413	HD21087	NA	2015-06-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MH678677	HPIV3/UK/121/11/2012	NA	2012-11-XX	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
MW880944	HPIV_3_HA_Patient_18	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
KX467918	HPIV3s/Zagreb.HR/44/12_3131_	NA	2012-11-01	Human	Croatia	NA	Human_respirovirus_3	HPIV3
KT796448	NSVH2015_17_56467	NA	2015-04-21	Human	Spain	NA	Human_respirovirus_3	HPIV3
KT796384	NSVH2014_18_15565	NA	2014-04-30	Human	Spain	NA	Human_respirovirus_3	HPIV3
KT796410	NSVH2014_34_55429	NA	2014-08-23	Human	Spain	NA	Human_respirovirus_3	HPIV3
KY973588	HPIV3/Seattle/USA/10I8/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC373355	HPIV3/Sendai_H/1401/2008-XX-XX	NA	2008-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC316012	HPIV3/Iwate/24/2013	NA	2013-06-13	Human	Japan	3	Human_respirovirus_3	HPIV3
LC316033	HPIV3/Iwate/66/2014	NA	2014-08-27	Human	Japan	3	Human_respirovirus_3	HPIV3
MK679541	P535	NA	2017-08-15	Human	China	NA	Human_respirovirus_3	HPIV3
KX467965	HPIV3s/Zagreb.HR/47/15_1773_	NA	2015-11-20	Human	Croatia	NA	Human_respirovirus_3	HPIV3
MW575652	CD17004d3/2017-XX-XX	NA	2017-XX-XX	Human	China	3	Human_respirovirus_3	HPIV3
ON385600	HPIV3/Gwangju/KOR/13/2021	NA	2021-08-17	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385798	HPIV3/Gwangju/KOR/13/2021	NA	2021-08-17	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY618152	C84A_1_4	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KY618144	C84A_1_4	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
KX912795	MY_U2348/13	NA	2013-04-29	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
MW654283	GER/1461/14_15	NA	2015-01-05	Human	Germany	NA	Human_respirovirus_3	HPIV3
MH684353	HPIV3/Zagreb.HR/2018-XX-XX_288_	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
LC486632	HPIV3s/SaitamaC.JPN/16_393	NA	2016-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MK679527	C257	NA	2017-06-27	Human	China	NA	Human_respirovirus_3	HPIV3
LC373416	HPIV3/Sendai_H/701/2010-XX-XX	NA	2010-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385831	HPIV3/Gwangju/KOR/47/2021-XX-XX	NA	2021-XX-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385632	HPIV3/Gwangju/KOR/47/2021-XX-XX	NA	2021-XX-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY369872	HPIV3/Seattle/USA/SC9791/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY674933	HPIV3/Seattle/USA/9Q4/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MT489432	HD47841	NA	2015-11-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
KX467943	HPIV3s/Zagreb.HR/35/14_1273_	NA	2014-08-26	Human	Croatia	NA	Human_respirovirus_3	HPIV3
LC373338	HPIV3/Sendai_H/1168/2006-XX-XX	NA	2006-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373442	HPIV3/Sendai_H/N948/1998-XX-XX	NA	1998-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW880957	HPIV_3_HA_Patient_34	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
KY973548	HPIV3/Seattle/USA/4609/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC373374	HPIV3/Sendai_H/2404/2004-XX-XX	NA	2004-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385647	HPIV3/Gwangju/KOR/14/2019	NA	2019-05-21	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385763	HPIV3/Gwangju/KOR/14/2019	NA	2019-05-21	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY973591	HPIV3/Seattle/USA/10I4/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC316024	HPIV3/Iwate/46/2013	NA	2013-07-23	Human	Japan	3	Human_respirovirus_3	HPIV3
KT796374	NSVH2014_15_02874	NA	2014-04-07	Human	Spain	NA	Human_respirovirus_3	HPIV3
MH411617	PIV3_15462	NA	2017-04-24	Human	China	3	Human_respirovirus_3	HPIV3
MW654343	GER/6340/17_18	NA	2018-06-12	Human	Germany	NA	Human_respirovirus_3	HPIV3
MN306052	HPIV3/Seattle/USA/SC9406/2019-XX-XX	NA	2019-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654376	GER/4306/18_19	NA	2019-05-23	Human	Germany	NA	Human_respirovirus_3	HPIV3
MH828696	vzhpiv32	NA	2014-01-10	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MF034894	hPIV3/USA/ACRI_106/2016	NA	2016-06-01	Human	USA	NA	Human_respirovirus_3	HPIV3
MT489412	HD12039	NA	2015-03-XX	Human	Germany	NA	Human_respirovirus_3	HPIV3
MW654348	GER/6714/17_18	NA	2018-09-12	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC373337	HPIV3/Sendai_H/N1162/1998-XX-XX	NA	1998-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH428632	UG_KAN_AN_2017	NA	2017-01-XX	Chimpanzee	Uganda	NA	Human_respirovirus_3	HPIV3
KY973551	HPIV3/Seattle/USA/4818/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW654316	GER/4954/16_17	NA	2017-04-28	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY973552	HPIV3/Seattle/USA/4897/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
ON385730	HPIV3/Gwangju/KOR/20/2018	NA	2018-05-09	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385690	HPIV3/Gwangju/KOR/20/2018	NA	2018-05-09	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY355154	BJ/11021/2016	NA	2016-07-XX	Human	China	NA	Human_respirovirus_3	HPIV3
MH684335	HPIV3/Zagreb.HR/2018-XX-XX_290_	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
OM240913	PIV3_KINRESS_GN0330	NA	2021-09-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC486625	HPIV3s/SaitamaC.JPN/15_337	NA	2015-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KY618208	E5_6	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
MH699936	HPIV3/UK/4/24/06/2017	NA	2017-06-24	Human	United_Kingdom	NA	Human_respirovirus_3	HPIV3
KT796435	NSVH2015_13_89296	NA	2015-03-24	Human	Spain	NA	Human_respirovirus_3	HPIV3
KX912762	MY_U511/12	NA	2012-05-16	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
KY674927	HPIV3/Seattle/USA/9T8/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY933413	HPIV3/Seattle/USA/4978/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY674922	HPIV3/Seattle/USA/16G3/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
LC373447	HPIV3/Sendai_H/N996/1997-XX-XX	NA	1997-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385601	HPIV3/Gwangju/KOR/14/2021	NA	2021-08-17	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385799	HPIV3/Gwangju/KOR/14/2021	NA	2021-08-17	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KX467939	HPIV3s/Zagreb.HR/22/14_1050_	NA	2014-06-01	Human	Croatia	NA	Human_respirovirus_3	HPIV3
OM240908	PIV3_KINRESS_IC0303	NA	2017-07-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY933410	HPIV3/Seattle/USA/4943_1/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MH684351	HPIV3/Zagreb.HR/2018-XX-XX_283_	NA	2018-XX-XX	Human	Croatia	NA	Human_respirovirus_3	HPIV3
LC189431	2011-XX-XX_comF	NA	2011-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC189387	2010Pt34_2_2	NA	2010-08-31	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654335	GER/5332/17_18	NA	2018-03-19	Human	Germany	NA	Human_respirovirus_3	HPIV3
KY779613	HPIV3/Seattle/USA/3399/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
ON385728	HPIV3/Gwangju/KOR/18/2018	NA	2018-05-07	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385688	HPIV3/Gwangju/KOR/18/2018	NA	2018-05-07	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MW880956	HPIV_3_HA_Patient_26	NA	2016-XX-XX	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
LC373377	HPIV3/Sendai_H/N254/2017-XX-XX	NA	2017-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
ON385720	HPIV3/Gwangju/KOR/10/2018	NA	2018-04-23	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385680	HPIV3/Gwangju/KOR/10/2018	NA	2018-04-23	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
MK679532	P461	NA	2017-07-11	Human	China	NA	Human_respirovirus_3	HPIV3
MH006653	HPIV3/VietNam/072/2010	NA	2010-06-22	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
MW654308	GER/2911/16_17	NA	2017-02-06	Human	Germany	NA	Human_respirovirus_3	HPIV3
ON385731	HPIV3/Gwangju/KOR/21/2018	NA	2018-05-11	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385691	HPIV3/Gwangju/KOR/21/2018	NA	2018-05-11	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
KY973564	HPIV3/Seattle/USA/6007/2015-XX-XX	NA	2015-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY618180	Con1	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
MT063488	PREDICT_INAH0065	NA	2017-XX-XX	Human	India	NA	Human_respirovirus_3	HPIV3
ON385818	HPIV3/Gwangju/KOR/33/2021-XX-XX	NA	2021-XX-XX	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC189451	2011Pt181_3_3	NA	2011-09-06	Human	Japan	NA	Human_respirovirus_3	HPIV3
KX912786	MY_U2142/13	NA	2013-03-15	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
LC373353	HPIV3/Sendai_H/1372/2008-XX-XX	NA	2008-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW654369	GER/3376/18_19	NA	2019-03-11	Human	Germany	NA	Human_respirovirus_3	HPIV3
LC189436	2011Pt179_1_3	NA	2011-08-16	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH428631	UG_KAN_AL_2017	NA	2017-01-XX	Chimpanzee	Uganda	NA	Human_respirovirus_3	HPIV3
LC373340	HPIV3/Sendai_H/1231/2007-XX-XX	NA	2007-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
KY355155	BJ/11275/2016	NA	2016-07-XX	Human	China	NA	Human_respirovirus_3	HPIV3
LC189373	2010-XX-XX_comD	NA	2010-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC373391	HPIV3/Sendai_H/N292/2016-XX-XX	NA	2016-XX-XX	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH006657	HPIV3/VietNam/077/2009	NA	2009-12-11	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
LC316038	HPIV3/Iwate/81/2015	NA	2015-07-11	Human	Japan	3	Human_respirovirus_3	HPIV3
KX912808	MY_U2686/13	NA	2013-08-16	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
ON385814	HPIV3/Gwangju/KOR/29/2021	NA	2021-09-11	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
ON385616	HPIV3/Gwangju/KOR/29/2021	NA	2021-09-11	Human	South_Korea	NA	Human_respirovirus_3	HPIV3
LC189404	2010Pt66_1_2	NA	2010-11-22	Human	Japan	NA	Human_respirovirus_3	HPIV3
MH892410	t146a305_HPIV3	NA	2013-11-29	Human	Netherlands	NA	Human_respirovirus_3	HPIV3
KX912778	MY_U1673/12	NA	2012-12-19	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
KY684747	HPIV3/Seattle/USA/9F7/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY973590	HPIV3/Seattle/USA/10I5/2010-XX-XX	NA	2010-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MH006643	HPIV3/VietNam/032/2010	NA	2010-01-05	Human	Viet_Nam	NA	Human_respirovirus_3	HPIV3
LC316043	HPIV3/Iwate/1/2005	NA	2005-07-01	Human	Japan	3	Human_respirovirus_3	HPIV3
KX912810	MY_U3395/14	NA	2014-01-20	Human	Malaysia	NA	Human_respirovirus_3	HPIV3
KX574706	HPIV3/Seattle/USA/SCH7/2016-XX-XX	NA	2016-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
MW052041	2019-XX-XX_0412	NA	2019-XX-XX	Human	USA	NA	Human_respirovirus_3	HPIV3
KY618206	E5_4	NA	2016-XX-XX	Human	South_Korea	3	Human_respirovirus_3	HPIV3
LC189406	2010Pt62	NA	2010-11-22	Human	Japan	NA	Human_respirovirus_3	HPIV3
LC189392	2010Pt3	NA	2010-08-31	Human	Japan	NA	Human_respirovirus_3	HPIV3
MW645237	GER/6405/17_18	NA	2018-06-18	Human	Germany	NA	Human_respirovirus_3	HPIV3
