Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI338913	yam	B/California/NHRC0008/2005	pa		Other Database Import	GISAID
EPI338218	yam	B/Missouri/NHRC0001/2005	pa		Other Database Import	GISAID
EPI338054	yam	B/Texas/NHRC0001/2005	pa		Other Database Import	GISAID
EPI518383	yam	B/NewYork/1078/2005	pa		Other Database Import	GISAID
EPI518608	yam	B/NewYork/1123/2007	pa		Other Database Import	GISAID
EPI136941	yam	B/Mississippi/UR06-0031/2007	pa		Other Database Import	GISAID
EPI518648	yam	B/NewYork/1132/2007	pa		Other Database Import	GISAID
EPI518632	yam	B/NewYork/1130/2007	pa		Other Database Import	GISAID
EPI518640	yam	B/NewYork/1131/2007	pa		Other Database Import	GISAID
EPI714146	yam	B/Pakistan/433/2015	pa	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI693138	yam	B/Bangladesh/1005/2015	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI737650	yam	B/CoteDIvoire/2058/2015	pa	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI686997	yam	B/Mali/1CS/2015	pa	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI737987	yam	B/BurkinaFaso/1607/2015	pa	Irss	Centers For Disease Control And Prevention	GISAID
EPI710658	yam	B/Mali/37CH/2015	pa	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI826085	yam	B/Mali/103/2016	pa	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI737995	yam	B/BurkinaFaso/73/2015	pa	Irss	Centers For Disease Control And Prevention	GISAID
EPI518736	yam	B/NewYork/1145/2008	pa		Other Database Import	GISAID
EPI635781	yam	B/NewYork/WC-LVD-13-002/2013	pa		Other Database Import	GISAID
EPI518880	yam	B/NewYork/1164/2008	pa		Other Database Import	GISAID
EPI518864	yam	B/NewYork/1162/2008	pa		Other Database Import	GISAID
EPI518968	yam	B/NewYork/1175/2008	pa		Other Database Import	GISAID
EPI518984	yam	B/NewYork/1177/2008	pa		Other Database Import	GISAID
EPI518976	yam	B/NewYork/1176/2008	pa		Other Database Import	GISAID
EPI518928	yam	B/NewYork/1170/2008	pa		Other Database Import	GISAID
EPI518952	yam	B/NewYork/1173/2008	pa		Other Database Import	GISAID
EPI519000	yam	B/NewYork/1179/2008	pa		Other Database Import	GISAID
EPI518672	yam	B/NewYork/1136/2008	pa		Other Database Import	GISAID
EPI518744	yam	B/NewYork/1146/2008	pa		Other Database Import	GISAID
EPI518904	yam	B/NewYork/1167/2008	pa		Other Database Import	GISAID
EPI518760	yam	B/NewYork/1148/2008	pa		Other Database Import	GISAID
EPI518752	yam	B/NewYork/1147/2008	pa		Other Database Import	GISAID
EPI381558	yam	B/Managua/449801/2008	pa		Other Database Import	GISAID
EPI381494	yam	B/Managua/3601/2008	pa		Other Database Import	GISAID
EPI381550	yam	B/Managua/342501/2008	pa		Other Database Import	GISAID
EPI381478	yam	B/Managua/265002/2008	pa		Other Database Import	GISAID
EPI381486	yam	B/Managua/92101/2008	pa		Other Database Import	GISAID
EPI381510	yam	B/Managua/136502/2008	pa		Other Database Import	GISAID
EPI381518	yam	B/Managua/364001/2008	pa		Other Database Import	GISAID
EPI381442	yam	B/Managua/502401/2008	pa		Other Database Import	GISAID
EPI381566	yam	B/Managua/108901/2008	pa		Other Database Import	GISAID
EPI381582	yam	B/Managua/67302/2008	pa		Other Database Import	GISAID
EPI381590	yam	B/Managua/46801/2008	pa		Other Database Import	GISAID
EPI381606	yam	B/Managua/17702/2008	pa		Other Database Import	GISAID
EPI381598	yam	B/Managua/498202/2008	pa		Other Database Import	GISAID
EPI635773	yam	B/NewYork/WC-LVD-13-001/2013	pa		Other Database Import	GISAID
EPI635981	yam	B/NewYork/WC-LVD-14-029/2014	pa		Other Database Import	GISAID
EPI637486	yam	B/NewYork/WC-LVD-14-003/2014	pa		Other Database Import	GISAID
EPI638462	yam	B/Alaska/46/2015	pa	Alaska State Virology Lab	Centers For Disease Control And Prevention	GISAID
EPI825591	yam	B/HongKong/1147/2016	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI737924	yam	B/HongKong/50/2016	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI833792	yam	B/Hawaii/35/2016	pa	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI784725	yam	B/Singapore/INFTT-16-0074/2016	pa	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI769994	yam	B/Vietnam/GS151180/2015	pa	Pasteur Institute, Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI642320	yam	B/Brazil/3079/2015	pa	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI908315	yam	B/Paraiba/143160-IEC/2016	pa	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI834109	yam	B/RioGrandeDoNorte/140088/2016	pa	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI908360	yam	B/Pernambuco/145026-IEC/2016	pa	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI696801	yam	B/Cambodia/1141/2015	pa	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI876500	yam	B/England/725/2016	pa	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI776949	yam	B/NewYork/50/2016	pa	New York State Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI766671	yam	B/Texas/81/2016	pa	Texas Department Of State Health Services Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI684473	yam	B/Maryland/26/2015	pa	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI943043	yam	B/Suriname/1442/2016	pa	Institute For Biomedical Sciences	Centers For Disease Control And Prevention	GISAID
EPI834334	yam	B/Valparaiso/51090/2016	pa	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI668517	yam	B/Brazil/6361/2015	pa	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI955452	yam	B/Lebanon/2184/2016	pa	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Centers For Disease Control And Prevention	GISAID
EPI931400	yam	B/Netherlands/3810/2016	pa	National Institute For Public Health And The Environment (rivm)	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1023430	yam	B/Singapore/TT0427/2017	pa	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI737560	yam	B/Tanzania/2096/2015	pa	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI668489	yam	B/Kyrgyzstan/105/2015	pa	National Virology Laboratory, Center Microbiological Investigations	Centers For Disease Control And Prevention	GISAID
EPI684425	yam	B/Arizona/10/2015	pa	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI714037	yam	B/Brazil/584/2015	pa	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI807415	yam	B/Santiago/12585/2016	pa	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI892181	yam	B/Colombia/872/2016	pa	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI667308	yam	B/Alaska/48/2015	pa	Alaska State Virology Lab	Centers For Disease Control And Prevention	GISAID
EPI700962	yam	B/Pakistan/367/2015	pa	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI763088	yam	B/Brazil/643/2015	pa	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI807183	yam	B/Brazil/20/2016	pa	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI826069	yam	B/Mali/39/2016	pa	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI834767	yam	B/Lebanon/1379/2016	pa		Centers For Disease Control And Prevention	GISAID
EPI834775	yam	B/Lebanon/1634/2016	pa		Centers For Disease Control And Prevention	GISAID
EPI833816	yam	B/PuertoRico/6/2016	pa	Puerto Rico Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI807423	yam	B/Santiago/20269/2016	pa	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI1012628	yam	B/Bahia/127/2017	pa	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1206887	yam	B/Brazil/8134/2017	pa	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI834835	yam	B/Brazil/5244/2016	pa	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI642698	yam	B/Martinique/2109/2015	pa	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI908444	yam	B/Guatemala/6697/2016	pa	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI908468	yam	B/Guatemala/5510/2016	pa	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI826302	yam	B/Peru/3716/2016	pa	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI864407	yam	B/Peru/516/2016	pa	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI1052353	yam	B/Acre/145824-IEC/2017	pa	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI696753	yam	B/Cambodia/894/2015	pa	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI675822	yam	B/HongKong/1866/2015	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI995399	yam	B/Kanagawa/AC28/2016	pa	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI995455	yam	B/Kanagawa/AC37/2016	pa	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI711650	yam	B/Stockholm/8/2015	pa		Swedish Institute For Infectious Disease Control	GISAID
EPI644115	yam	B/Chanthaburi/315/2015	pa	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI745111	yam	B/HongKong/54/2016	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI635805	yam	B/NewYork/WC-LVD-14-006/2014	pa		Other Database Import	GISAID
EPI646100	yam	B/Brazil/7643/2015	pa	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI695177	yam	B/Brazil/71888/2015	pa	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI714013	yam	B/Brazil/580/2015	pa	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI839011	yam	B/HongKong/1553/2016	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI678877	yam	B/Nigeria/313/2015	pa	National Influenza Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI863442	yam	B/Bangladesh/218/2016	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI737893	yam	B/Bangladesh/208013/2015	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI807097	yam	B/Bangladesh/3019/2016	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI833824	yam	B/Bangladesh/2014/2016	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI833903	yam	B/Bangladesh/5006/2016	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI863402	yam	B/Bangladesh/3017/2016	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI843758	yam	B/Uganda/2203/2016	pa	Uganda Virus Research Institute (uvri), National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI843585	yam	B/Tanzania/2247/2016	pa	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI668547	yam	B/Montana/15/2015	pa	Montana Laboratory Services Bureau	Centers For Disease Control And Prevention	GISAID
EPI635861	yam	B/NewYork/WC-LVD-14-013/2014	pa		Other Database Import	GISAID
EPI644272	yam	B/DominicanRepublic/8939/2014	pa	Laboratorio De Investigacion / Centro De Educacion Medica Y Amistad Dominico Japones (cemadoja)	Centers For Disease Control And Prevention	GISAID
EPI635941	yam	B/NewYork/WC-LVD-14-024/2014	pa		Other Database Import	GISAID
EPI548583	yam	B/Gothenburg/1/2014	pa		Swedish Institute For Infectious Disease Control	GISAID
EPI773298	yam	B/Acre/133954-IEC/2015	pa	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI874798	yam	B/England/531/2014	pa	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI642642	yam	B/Ecuador/12015/2015	pa	Inspi	Centers For Disease Control And Prevention	GISAID
EPI636053	yam	B/NewYork/WC-LVD-14-039/2014	pa		Other Database Import	GISAID
EPI648947	yam	B/Amazonas/134602-IEC/2015	pa	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI686498	yam	B/Washington/65/2015	pa	Fred Hutchinson Cancer Research Center	Centers For Disease Control And Prevention	GISAID
EPI811539	yam	B/England/515/2014	pa	Health Protection Agency	Microbiology Services Colindale, Public Health England	GISAID
EPI908429	yam	B/Philippines/1096/2016	pa	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI2053316	yam	B/Fiji/95/2015	pa	National Centre For Scientific Services For Virology  And Vector Borne Diseases	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1056870	yam	B/Togo/170/2017	pa	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1056769	yam	B/Togo/679/2016	pa	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1056854	yam	B/Togo/67/2017	pa	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI955444	yam	B/Lebanon/1948/2016	pa	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Centers For Disease Control And Prevention	GISAID
EPI784655	yam	B/Singapore/INFTT-16-0430/2016	pa	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI784385	yam	B/Singapore/INFGP-16-1079/2016	pa	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI872463	yam	B/Honduras/9061/2016	pa	Laboratorio Nacional De Virologia	Centers For Disease Control And Prevention	GISAID
EPI1086447	yam	B/Skovde/2/2017	pa		Public Health Agency Of Sweden	GISAID
EPI867321	yam	B/Boras/1/2016	pa		Swedish Institute For Infectious Disease Control	GISAID
EPI995463	yam	B/Tokyo/EH19/2016	pa	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI908527	yam	B/HongKong/18/2017	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1180504	yam	B/AbuDhabi/202/2017	pa	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1023422	yam	B/Singapore/GP0543/2017	pa	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI908276	yam	B/Lao/3770/2016	pa	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI956520	yam	B/Singapore/GP0164/2017	pa	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI990027	yam	B/Trollhattan/1/2017	pa		Public Health Agency Of Sweden	GISAID
EPI1261283	yam	B/Santiago/34517/2018	pa	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI1029805	yam	B/England/22/2017	pa	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI860195	yam	B/Kungalv/10/2016	pa		Swedish Institute For Infectious Disease Control	GISAID
EPI1078752	yam	B/Florida/95/2017	pa	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI1020181	yam	B/Colombia/4930/2017	pa	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1053043	yam	B/Uruguay/338/2017	pa	Departamento De Laboratorio De Salud Pública (dlsp)	Centers For Disease Control And Prevention	GISAID
EPI1034129	yam	B/Uruguay/106/2017	pa	Departamento De Laboratorio De Salud Pública (dlsp)	Centers For Disease Control And Prevention	GISAID
EPI908413	yam	B/Philippines/958/2016	pa	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1124606	yam	B/HongKong/731/2017	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1025863	yam	B/Philippines/248/2017	pa	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1086547	yam	B/Gavle/1/2017	pa		Public Health Agency Of Sweden	GISAID
EPI1147755	yam	B/Bahia/863/2017	pa	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1012620	yam	B/Bahia/125/2017	pa	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1053169	yam	B/SouthAfrica/R07346/2017	pa	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1029685	yam	B/England/964/2016	pa	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1025602	yam	B/Nevada/9/2017	pa	Nevada State Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1001333	yam	B/Massachusetts/10/2017	pa	Massachusetts Department Of Public Health	Other Database Import	GISAID
EPI842799	yam	B/Stockholm/17/2016	pa		Swedish Institute For Infectious Disease Control	GISAID
EPI955476	yam	B/Lebanon/2483/2017	pa	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Centers For Disease Control And Prevention	GISAID
EPI1281099	yam	B/Petropavlovsk-Kamchatski/RII-3472S/2018	pa		Who National Influenza Centre Russian Federation	GISAID
EPI1141348	yam	B/Philippines/992/2017	pa	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1266116	yam	B/Philippines/268/2018	pa	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1139223	yam	B/England/74760564/2017	pa	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1320650	yam	B/Lao/1046/2018	pa	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1383325	yam	B/HongKong/1406/2018	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1183196	yam	B/HongKong/7804/2017	pa	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI842791	yam	B/Kristianstad/1/2016	pa		Swedish Institute For Infectious Disease Control	GISAID
EPI1078982	yam	B/Nonthaburi/275/2017	pa	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1257673	yam	B/Saitama/7/2018	pa	Saitama Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1025418	yam	B/Bangladesh/3037/2017	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI958487	yam	B/Pakistan/37/2017	pa	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1259619	yam	B/Bahrain/206/2018	pa	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1544801	yam	B/Lebanon/399/2019	pa	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Centers For Disease Control And Prevention	GISAID
EPI1585870	yam	B/Congo/334/2019	pa	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1383125	yam	B/Afghanistan/8243/2018	pa	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1715028	yam	B/Afghanistan/50430/2019	pa	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1333598	yam	B/Myanmar/18M198/2018	pa	National Health Laboratory	National Institute Of Infectious Diseases (niid)	GISAID
EPI1259589	yam	B/Bahrain/311/2018	pa	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1544785	yam	B/Hawaii/31/2019	pa	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1333494	yam	B/Bangladesh/4012/2018	pa	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1311986	yam	B/Bahrain/450/2018	pa	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1112152	yam	B/England/71900675/2017	pa	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1139470	yam	B/England/75000585/2017	pa	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1204242	yam	B/England/80600015/2018	pa	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1265896	yam	B/HongKong/1363/2018	pa	Hong Kong Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1317602	yam	B/SouthAfrica/VW0594/2018	pa	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1409471	yam	B/Ecuador/472/2019	pa	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1312028	yam	B/Hawaii/31/2018	pa	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1592811	yam	B/Lao/459/2019	pa	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1593108	yam	B/Lao/1909/2019	pa	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1594630	yam	B/Singapore/KK0184/2019	pa	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1592925	yam	B/Lao/920/2019	pa	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1342510	yam	B/Sweden/62/2018	pa		Public Health Agency Of Sweden	GISAID
EPI1643514	yam	B/Peru/9319/2019	pa	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1606900	yam	B/NorthCarolina/5/2019	pa	North Carolina State Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1257194	yam	B/Alaska/18/2018	pa	Alaska State Virology Lab	Centers For Disease Control And Prevention	GISAID
EPI1731724	yam	B/Maryland/13/2020	pa	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1602687	yam	B/Peru/6819/2019	pa	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1628984	yam	B/Guam/204/2019	pa	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI1734917	yam	B/Arizona/12/2020	pa	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1489295	yam	B/Virginia/19/2019	pa	Virginia Division Of Consolidated Laboratories	Centers For Disease Control And Prevention	GISAID
EPI1489235	yam	B/Florida/24/2019	pa	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI1318615	yam	B/Wyoming/11/2018	pa	Wyoming Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1718338	yam	B/Peru/5195/2019	pa	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1626640	yam	B/Bretagne/2404/2019	pa	Institut Pasteur	Institut Pasteur	GISAID
EPI1602743	yam	B/Alaska/8/2019	pa	Alaska State Virology Lab	Centers For Disease Control And Prevention	GISAID
EPI1278299	yam	B/Bolivia/158/2018	pa	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1618607	yam	B/Nicaragua/1086/2019	pa	Laboratorio De Virologia, Direccion De Microbiologia	Centers For Disease Control And Prevention	GISAID
EPI1628796	yam	B/Nicaragua/1186/2019	pa	Laboratorio De Virologia, Direccion De Microbiologia	Centers For Disease Control And Prevention	GISAID
EPI1602679	yam	B/Peru/1619/2019	pa	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1798186	yam	B/Bretagne/118/2020	pa	Institut Pasteur	Institut Pasteur	GISAID
EPI1328279	yam	B/Florida/55/2018	pa	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI1643538	yam	B/Peru/719/2019	pa	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1693658	yam	B/Minnesota/7/2020	pa	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1574874	yam	B/Santiago/64839/2019	pa	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile	GISAID
EPI1697938	yam	B/Delaware/4/2020	pa	Delaware Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1574128	yam	B/WestVirginia/11/2019	pa	West Virginia Office Of Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI1643718	yam	B/California/77/2019	pa	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1798339	yam	B/PaysDeLoire/1150/2020	pa	Institut Pasteur	Institut Pasteur	GISAID
EPI1656230	yam	B/Santiago/78162/2019	pa	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile	GISAID
EPI1688456	yam	B/Chile/5746/2019	pa	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1663251	yam	B/Chile/7845/2019	pa	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1656347	yam	B/Santiago/81755/2019	pa	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile	GISAID
EPI1715643	yam	B/NorthDakota/7/2020	pa	North Dakota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1688466	yam	B/Chile/6409/2019	pa	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1638163	yam	B/NewJersey/12/2019	pa	New Jersey Department Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI1112192	yam	B/England/49/2017	pa	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1183140	yam	B/Guyane/5/2018	pa	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI1544761	yam	B/Bahrain/364/2019	pa	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1629822	yam	B/Singapore/KK1286/2019	pa	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1508319	yam	B/Bhutan/1062/2019	pa	Royal Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI1272340	yam	B/Ulaanbaatar/442/2018	pa	National Center For Communicable Diseases	Centers For Disease Control And Prevention	GISAID
EPI1272214	yam	B/Serbia/2213/2018	pa	Institute Of Immunology And Virology Torlak	Centers For Disease Control And Prevention	GISAID
EPI1489137	yam	B/Lao/3225/2018	pa	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
