Accession	Segment	Strain	Virus	Author	Publication_Title	Journal	Database
LC125009	NS	Influenza C virus (C/Fukuoka/1/2005)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125012	NS	Influenza C virus (C/Yamagata/9/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125014	NS	Influenza C virus (C/Yamagata/14/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125015	NS	Influenza C virus (C/Yamagata/20/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125017	NS	Influenza C virus (C/Yamagata/1/2007)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125016	NS	Influenza C virus (C/Miyagi/4/2006)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125020	NS	Influenza C virus (C/Yamagata/16/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125023	NS	Influenza C virus (C/Yamagata/2/2010)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125024	NS	Influenza C virus (C/Miyagi/3/2010)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125025	NS	Influenza C virus (C/Tokyo/3/2010)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125034	NS	Influenza C virus (C/Fukuoka/1/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125038	NS	Influenza C virus (C/Yamagata/30/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125039	NS	Influenza C virus (C/Yamagata/32/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125044	NS	Influenza C virus (C/Miyagi/6/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125019	NS	Influenza C virus (C/Yamagata/11/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125027	NS	Influenza C virus (C/Yamagata/3/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125032	NS	Influenza C virus (C/Yamagata/29/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125030	NS	Influenza C virus (C/Yamagata/14/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125033	NS	Influenza C virus (C/Miyagi/2/2012)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125018	NS	Influenza C virus (C/Yamagata/3/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125021	NS	Influenza C virus (C/Yamagata/18/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125022	NS	Influenza C virus (C/Miyagi/2/2008)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC124991	NS	Influenza C virus (C/Miyagi/20/2002)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
AB099603	NS	Influenza C virus (C/Yamagata/2/99)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099605	NS	Influenza C virus (C/Yamagata/2/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099613	NS	Influenza C virus (C/Saitama/1/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099616	NS	Influenza C virus (C/Hiroshima/290/99)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099610	NS	Influenza C virus (C/Miyagi/3/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB086806	NS	Influenza C virus (C/Miyagi/1/97)	influenzaC	Matsuzaki,Y., Mizuta,K., Sugawara,K., Tsuchiya,E., Muraki,Y., Hongo,S., Suzuki,H. and Nishimura,H.	Frequent reassortment among influenza C viruses	J. Virol. 77 (2), 871-881 (2003)	NCBI Virus, Genbank
AB086807	NS	Influenza C virus (C/Miyagi/2/98)	influenzaC	Matsuzaki,Y., Mizuta,K., Sugawara,K., Tsuchiya,E., Muraki,Y., Hongo,S., Suzuki,H. and Nishimura,H.	Frequent reassortment among influenza C viruses	J. Virol. 77 (2), 871-881 (2003)	NCBI Virus, Genbank
AB064445	NS	Influenza C virus (C/Yamagata/13/98)	influenzaC	Matsuzaki,Y., Sugawara,K., Mizuta,K., Tsuchiya,E., Muraki,Y., Hongo,S., Suzuki,H. and Nakamura,K.	Antigenic and genetic characterization of influenza C viruses which caused two outbreaks in Yamagata City, Japan, in 1996 and 1998	J. Clin. Microbiol. 40 (2), 422-429 (2002)	NCBI Virus, Genbank
AB099617	NS	Influenza C virus (C/Hiroshima/252/99)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099618	NS	Influenza C virus (C/Hiroshima/249/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099620	NS	Influenza C virus (C/Hiroshima/247/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB086800	NS	Influenza C virus (C/Miyagi/2/96)	influenzaC	Matsuzaki,Y., Mizuta,K., Sugawara,K., Tsuchiya,E., Muraki,Y., Hongo,S., Suzuki,H. and Nishimura,H.	Frequent reassortment among influenza C viruses	J. Virol. 77 (2), 871-881 (2003)	NCBI Virus, Genbank
AB086802	NS	Influenza C virus (C/Miyagi/6/96)	influenzaC	Matsuzaki,Y., Mizuta,K., Sugawara,K., Tsuchiya,E., Muraki,Y., Hongo,S., Suzuki,H. and Nishimura,H.	Frequent reassortment among influenza C viruses	J. Virol. 77 (2), 871-881 (2003)	NCBI Virus, Genbank
AB064441	NS	Influenza C virus (C/Yamagata/9/96)	influenzaC	Matsuzaki,Y., Sugawara,K., Mizuta,K., Tsuchiya,E., Muraki,Y., Hongo,S., Suzuki,H. and Nakamura,K.	Antigenic and genetic characterization of influenza C viruses which caused two outbreaks in Yamagata City, Japan, in 1996 and 1998	J. Clin. Microbiol. 40 (2), 422-429 (2002)	NCBI Virus, Genbank
AB064442	NS	Influenza C virus (C/Yamagata/20/96)	influenzaC	Matsuzaki,Y., Sugawara,K., Mizuta,K., Tsuchiya,E., Muraki,Y., Hongo,S., Suzuki,H. and Nakamura,K.	Antigenic and genetic characterization of influenza C viruses which caused two outbreaks in Yamagata City, Japan, in 1996 and 1998	J. Clin. Microbiol. 40 (2), 422-429 (2002)	NCBI Virus, Genbank
AB099604	NS	Influenza C virus (C/Yamagata/9/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099607	NS	Influenza C virus (C/Yamagata/6/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099621	NS	Influenza C virus (C/Hiroshima/248/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB099611	NS	Influenza C virus (C/Miyagi/4/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
AB086809	NS	Influenza C virus (C/Miyagi/1/99)	influenzaC	Matsuzaki,Y., Mizuta,K., Sugawara,K., Tsuchiya,E., Muraki,Y., Hongo,S., Suzuki,H. and Nishimura,H.	Frequent reassortment among influenza C viruses	J. Virol. 77 (2), 871-881 (2003)	NCBI Virus, Genbank
AB086811	NS	Influenza C virus (C/Miyagi/3/99)	influenzaC	Matsuzaki,Y., Mizuta,K., Sugawara,K., Tsuchiya,E., Muraki,Y., Hongo,S., Suzuki,H. and Nishimura,H.	Frequent reassortment among influenza C viruses	J. Virol. 77 (2), 871-881 (2003)	NCBI Virus, Genbank
AB099608	NS	Influenza C virus (C/Yamagata/8/2000)	influenzaC	Matsuzaki,Y., Takao,S., Shimada,S., Mizuta,K., Sugawara,K., Takashita,E., Muraki,Y., Hongo,S. and Nishimura,H.	Characterization of antigenically and genetically similar influenza C viruses isolated in Japan during the 1999-2000 season	Epidemiol. Infect. 132 (4), 709-720 (2004)	NCBI Virus, Genbank
LC124996	NS	Influenza C virus (C/Yamagata/15/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
AB182363	NS	Influenza C virus (C/Aichi/1/99)	influenzaC	Matsuzaki,Y., Sato,K., Sugawara,K., Takashita,E., Muraki,Y., Morishita,T., Kumagai,N., Suzuki,S. and Hongo,S.	Isolation of an influenza C virus introduced into Japan by a traveler from Malaysia	J. Clin. Microbiol. 43 (2), 993-995 (2005)	NCBI Virus, Genbank
LC125035	NS	Influenza C virus (C/Yamagata/6/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125045	NS	Influenza C virus (C/Tokyo/1/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC603644	NS	Influenza C virus	influenzaC	Matsuzaki,Y., Sugawara,K., Shimotai,Y., Kadowaki,Y., Hongo,S., Mizuta,K. and Nishimura,H.	Growth Kinetics of Influenza C Virus Antigenic Mutants That Escaped from Anti-Hemagglutinin Esterase Monoclonal Antibodies and Viral Antigenic Changes Found in Field Isolates	Viruses 13 (3), 401 (2021)	NCBI Virus, Genbank
LC125040	NS	Influenza C virus (C/Yamagata/33/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125043	NS	Influenza C virus (C/Miyagi/5/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
LC125046	NS	Influenza C virus (C/Tokyo/4/2014)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
MK480594	NS	Influenza C virus	influenzaC	Chansaenroj,J., Thongpan,I., Vichiwattana,Y. and Poovorawan,Y.	Influenza C virus whole genome	Unpublished	NCBI Virus, Genbank
LC124994	NS	Influenza C virus (C/Yamagata/3/2004)	influenzaC	Matsuzaki,Y., Sugawara,K., Furuse,Y., Shimotai,Y., Hongo,S., Oshitani,H., Mizuta,K. and Nishimura,H.	Genetic Lineage and Reassortment of Influenza C Viruses Circulating between 1947 and 2014	J. Virol. 90 (18), 8251-8265 (2016)	NCBI Virus, Genbank
MK480587	NS	Influenza C virus	influenzaC	Chansaenroj,J., Thongpan,I., Vichiwattana,Y. and Poovorawan,Y.	Influenza C virus whole genome	Unpublished	NCBI Virus, Genbank
KM507558	NS	Influenza C virus (C/India/P135047/2013)	influenzaC	Potdar,V.A., Dakhave,M.R. and Manchanda,A.	Retrospective Detection and Characterization of Influenza C virus from Western India	Unpublished	NCBI Virus, Genbank
LC327665	NS	Influenza C virus (C/Iwate/2/2016)	influenzaC	Takahashi,M., Obara,T., Matsuzaki,Y., Maisawa,S.I., Sasaki,Y., Yoshino,N., Shirasawa,A., Iwabuchi,K., Takahashi,T., Kajita,H., Ono,Y., Ryo,A., Kimura,H. and Muraki,Y.	Cocirculation of Influenza C Viruses with Distinct Internal Genome Constellations in Iwate Prefecture, Japan, in 2016	Jpn. J. Infect. Dis. 71 (5), 393-395 (2018)	NCBI Virus, Genbank
KT232088	NS	Influenza C virus (C/India/P119564/2011)	influenzaC	Potdar,V.A., Hinge,D.D., Dakhave,M.R. and Jadhav,N.A.	Retrospective detection & characterization of Influenza C virus in pediatric patients from western India	Unpublished	NCBI Virus, Genbank
JX963115	NS	Influenza C virus (C/Singapore/DSO-070170/2006)	influenzaC	Ting,P., Seah,S.G.K., Lim,E.A.S., Liaw,J.C.W. and Tan,B.-H.	Genetic Characterisation of the Influenza C Viruses in Singapore	Unpublished	NCBI Virus, Genbank
JX963114	NS	Influenza C virus (C/Singapore/DSO-050530/2006)	influenzaC	Ting,P., Seah,S.G.K., Lim,E.A.S., Liaw,J.C.W. and Tan,B.-H.	Genetic Characterisation of the Influenza C Viruses in Singapore	Unpublished	NCBI Virus, Genbank
JX963117	NS	Influenza C virus (C/Singapore/DSO-070203/2006)	influenzaC	Ting,P., Seah,S.G.K., Lim,E.A.S., Liaw,J.C.W. and Tan,B.-H.	Genetic Characterisation of the Influenza C Viruses in Singapore	Unpublished	NCBI Virus, Genbank
JX963116	NS	Influenza C virus (C/Singapore/DSO-070193/2006)	influenzaC	Ting,P., Seah,S.G.K., Lim,E.A.S., Liaw,J.C.W. and Tan,B.-H.	Genetic Characterisation of the Influenza C Viruses in Singapore	Unpublished	NCBI Virus, Genbank
AB086792	NS	Influenza C virus (C/Miyagi/3/93)	influenzaC	Matsuzaki,Y., Mizuta,K., Sugawara,K., Tsuchiya,E., Muraki,Y., Hongo,S., Suzuki,H. and Nishimura,H.	Frequent reassortment among influenza C viruses	J. Virol. 77 (2), 871-881 (2003)	NCBI Virus, Genbank
AB086793	NS	Influenza C virus (C/Miyagi/4/93)	influenzaC	Matsuzaki,Y., Mizuta,K., Sugawara,K., Tsuchiya,E., Muraki,Y., Hongo,S., Suzuki,H. and Nishimura,H.	Frequent reassortment among influenza C viruses	J. Virol. 77 (2), 871-881 (2003)	NCBI Virus, Genbank
AB034163	NS	Influenza C virus	influenzaC	Alamgir,A.S., Matsuzaki,Y., Hongo,S., Tsuchiya,E., Sugawara,K., Muraki,Y. and Nakamura,K.	Phylogenetic analysis of influenza C virus nonstructural (NS) protein genes and identification of the NS2 protein	J. Gen. Virol. 81 (PT 8), 1933-1940 (2000)	NCBI Virus, Genbank
AB034170	NS	Influenza C virus	influenzaC	Alamgir,A.S., Matsuzaki,Y., Hongo,S., Tsuchiya,E., Sugawara,K., Muraki,Y. and Nakamura,K.	Phylogenetic analysis of influenza C virus nonstructural (NS) protein genes and identification of the NS2 protein	J. Gen. Virol. 81 (PT 8), 1933-1940 (2000)	NCBI Virus, Genbank
