Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI918033	h3n2	A/Moscow/165/2016	pb1	Ivanovsky Research Institute Of Virology Rams	Centers For Disease Control And Prevention	GISAID
EPI718978	h3n2	A/HongKong/7127/2014	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI633942	h3n2	A/Nevada/7/2015	pb1	Nevada State Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI814371	h3n2	A/Peru/5116/2016	pb1	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI693590	h3n2	A/California/118/2015	pb1	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI648034	h3n2	A/Wisconsin/66/2015	pb1	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI829908	h3n2	A/Brazil/293/2016	pb1	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI669987	h3n2	A/Malmo/5/2015	pb1		Swedish Institute For Infectious Disease Control	GISAID
EPI840929	h3n2	A/NordPasDeCalais/2750/2016	pb1		Institut Pasteur	GISAID
EPI730096	h3n2	A/CoteDIvoire/2109/2015	pb1	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI996883	h3n2	A/PortoAlegre/LACENRS-1030/2015	pb1		Other Database Import	GISAID
EPI671052	h3n2	A/Arizona/21/2015	pb1	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI679170	h3n2	A/England/53860135/2015	pb1	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI669732	h3n2	A/Alaska/140/2015	pb1	Alaska State Virology Lab	Centers For Disease Control And Prevention	GISAID
EPI746766	h3n2	A/Bangladesh/910011/2015	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI701695	h3n2	A/Bangladesh/2016/2015	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI925085	h3n2	A/Phuket/421/2016	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI832491	h3n2	A/Oman/5191/2016	pb1	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI702094	h3n2	A/Bangladesh/2170/2015	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI701815	h3n2	A/Bangladesh/203006/2015	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI730080	h3n2	A/CoteDIvoire/1998/2015	pb1	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI730279	h3n2	A/Vietnam/159/2015	pb1	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI677216	h3n2	A/Alaska/240/2015	pb1	Alaska State Virology Lab	Centers For Disease Control And Prevention	GISAID
EPI685585	h3n2	A/Montana/28/2015	pb1	Montana Laboratory Services Bureau	Centers For Disease Control And Prevention	GISAID
EPI686102	h3n2	A/HongKong/15590/2015	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1631884	h3n2	A/NorthCarolina/4/2016	pb1	North Carolina State Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI772784	h3n2	A/Alaska/232/2015	pb1	Alaska State Virology Lab	Centers For Disease Control And Prevention	GISAID
EPI702062	h3n2	A/Ontario/RV2414/2015	pb1	National Microbiology Laboratory, Health Canada	Centers For Disease Control And Prevention	GISAID
EPI693582	h3n2	A/Washington/66/2015	pb1	Washington State Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI696068	h3n2	A/Kazakhstan/10/2015	pb1	Csee	Centers For Disease Control And Prevention	GISAID
EPI780718	h3n2	A/Singapore/INFSGH-16-0119/2016	pb1	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI774054	h3n2	A/Fukushima/113/2016	pb1	Fukushima Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI832131	h3n2	A/Guadeloupe/7129/2016	pb1	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI828913	h3n2	A/Kanagawa/196/2016	pb1	Kanagawa Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1043602	h3n2	A/Niigata/509/2017	pb1	Niigata Prefectural Institute Of Public Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI1056950	h3n2	A/Bangladesh/5012/2017	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1130169	h3n2	A/Indonesia/Nihrd-Pal350/2017	pb1	Ministry Of Health, Nihrd	Centers For Disease Control And Prevention	GISAID
EPI1038714	h3n2	A/Bermuda/364/2017	pb1	Caribbean Epidemiology Center	Centers For Disease Control And Prevention	GISAID
EPI1048256	h3n2	A/NewZealand/705/2017	pb1	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI1271327	h3n2	A/Lao/3961/2017	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1047571	h3n2	A/Washington/16/2017	pb1	Washington State Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI855469	h3n2	A/Kawasaki/109/2016	pb1	Kawasaki City Institute Of Public Health 	National Institute Of Infectious Diseases (niid)	GISAID
EPI836497	h3n2	A/HongKong/2302/2016	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1142492	h3n2	A/Philippines/745/2017	pb1	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI925623	h3n2	A/NorthCarolina/4/2017	pb1	North Carolina State Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1058115	h3n2	A/Argentina/2135/2017	pb1	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI911582	h3n2	A/Nebraska/2/2017	pb1	Nebraska Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1326013	h3n2	A/Switzerland/8060/2017	pb1	Hopital Cantonal Universitaire De Geneves	Centers For Disease Control And Prevention	GISAID
EPI1174589	h3n2	A/Peru/3817/2017	pb1	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI1112242	h3n2	A/England/72480621/2017	pb1	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1142234	h3n2	A/Florida/82/2017	pb1	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI1273938	h3n2	A/Santiago/61477/2018	pb1	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI1277481	h3n2	A/Bolivia/150/2018	pb1	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1282868	h3n2	A/Moscow/149/2018	pb1	Ivanovsky Research Institute Of Virology Rams	Centers For Disease Control And Prevention	GISAID
EPI1314734	h3n2	A/HongKong/675/2018	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1256546	h3n2	A/Dnipro/416/2018	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1256658	h3n2	A/Arizona/37/2018	pb1	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1198385	h3n2	A/Brazil/8164/2017	pb1	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI1087622	h3n2	A/Bretagne/1413/2017	pb1	Institut Pasteur	Institut Pasteur	GISAID
EPI1225126	h3n2	A/MinasGerais/39/2018	pb1	Funed Mg	Centers For Disease Control And Prevention	GISAID
EPI1205542	h3n2	A/NewMexico/14/2018	pb1	New Mexico Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1279091	h3n2	A/AltoHospicio/37840/2018	pb1	Instituto De Salud Publica De Chile 	Instituto De Salud Publica De Chile	GISAID
EPI1335235	h3n2	A/Nonthaburi/16/2018	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1266187	h3n2	A/Philippines/464/2018	pb1	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1317892	h3n2	A/Loei/1152/2018	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1163535	h3n2	A/Wisconsin/4/2018	pb1	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1381831	h3n2	A/Taiwan/81136/2018	pb1	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1358935	h3n2	A/Sydney/1038/2018	pb1	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1260343	h3n2	A/Kanagawa/68/2018	pb1	Kanagawa Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1357007	h3n2	A/Bulgaria/1347/2018	pb1	National Influenza Laboratory, Natl. Center Of Inf. & Parasitic Dis	Centers For Disease Control And Prevention	GISAID
EPI1311644	h3n2	A/Bahrain/449/2018	pb1	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1408817	h3n2	A/Peru/769818/2018	pb1	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI1482885	h3n2	A/Taiwan/81051/2018	pb1	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1314773	h3n2	A/Taiwan/80650/2018	pb1	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1315133	h3n2	A/Okayama/22/2018	pb1	Okayama Prefectural Institute For Environmental Science And Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1320824	h3n2	A/SuratThani/83/2018	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI719136	h3n2	A/Shizuoka/34/2015	pb1	Shizuoka Institute Of Environment And Hygiene	Centers For Disease Control And Prevention	GISAID
EPI770609	h3n2	A/Papeete/1385/2016	pb1		Institut Pasteur	GISAID
EPI1240238	h3n2	A/SouthAustralia/135/2016	pb1	Institute Of Medical And Veterinary Science (imvs)	Centers For Disease Control And Prevention	GISAID
EPI855445	h3n2	A/Shimane/50/2016	pb1	Shimane Prefectural Institute Of Public Health And Environmental Science	National Institute Of Infectious Diseases (niid)	GISAID
EPI1118425	h3n2	A/Arizona/67/2016	pb1	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI780614	h3n2	A/Singapore/INFKK-16-0105/2016	pb1	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI780758	h3n2	A/Singapore/INFKK-16-0294/2016	pb1	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI866684	h3n2	A/Newcastle/30/2016	pb1	John Hunter Hospital	Centers For Disease Control And Prevention	GISAID
EPI896777	h3n2	A/Bulgaria/1247/2016	pb1	National Influenza Laboratory, Natl. Center Of Inf. & Parasitic Dis	Centers For Disease Control And Prevention	GISAID
EPI1094341	h3n2	A/Oregon/19/2016	pb1	Oregon Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI871486	h3n2	A/NewZealand/1184/2016	pb1	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI896823	h3n2	A/Albania/7195/2016	pb1	Institute Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI904172	h3n2	A/Kanagawa/IC1609/2017	pb1	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI990061	h3n2	A/Stockholm/22/2017	pb1		Public Health Agency Of Sweden	GISAID
EPI1016928	h3n2	A/Kyiv/3/2017	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1107185	h3n2	A/Mississippi/30/2017	pb1	Mississippi Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1248849	h3n2	A/Congo/7/2018	pb1	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1205368	h3n2	A/Congo/467/2017	pb1	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1205312	h3n2	A/Congo/553/2017	pb1	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI866692	h3n2	A/Canberra/7/2016	pb1	Canberra Hospital	Centers For Disease Control And Prevention	GISAID
EPI1085520	h3n2	A/Antananarivo/1067/2016	pb1	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI832507	h3n2	A/Oman/5466/2016	pb1	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI857723	h3n2	A/Iowa/26/2016	pb1	Iowa State Hygienic Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1106233	h3n2	A/Singapore/Infimh-16-0019/2016	pb1	Ministry Of Health, Singapore	Centers For Disease Control And Prevention	GISAID
EPI868149	h3n2	A/Oman/4554/2016	pb1	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI780822	h3n2	A/Singapore/INFTT-16-0478/2016	pb1	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1130177	h3n2	A/Indonesia/Nihrd-Mks410/2017	pb1	Ministry Of Health, Nihrd	Centers For Disease Control And Prevention	GISAID
EPI770465	h3n2	A/Fukushima/74/2016	pb1	Fukushima Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI861940	h3n2	A/Bangladesh/3001/2016	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1040263	h3n2	A/Paris/1232/2017	pb1	Institut Pasteur	Institut Pasteur	GISAID
EPI775533	h3n2	A/Dnipro/582/2016	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI976325	h3n2	A/Dnipro/736/2016	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI896343	h3n2	A/Kharkiv/966/2016	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1016880	h3n2	A/Bahia/130/2017	pb1	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI886811	h3n2	A/Colombia/1408/2016	pb1	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI856618	h3n2	A/Bretagne/2836/2016	pb1	Institut Pasteur	Institut Pasteur	GISAID
EPI836513	h3n2	A/HongKong/2391/2016	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1016904	h3n2	A/Parana/157/2017	pb1	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI998128	h3n2	A/Linkou/169/2016	pb1		Other Database Import	GISAID
EPI976284	h3n2	A/Taiwan/960/2016	pb1	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI924774	h3n2	A/Taiwan/921/2016	pb1	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI912918	h3n2	A/Taiwan/794/2016	pb1	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI865316	h3n2	A/Bangladesh/429/2016	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI861628	h3n2	A/Bangladesh/455/2016	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI861469	h3n2	A/Guyane/2777/2016	pb1		Institut Pasteur	GISAID
EPI924989	h3n2	A/Guyane/6/2017	pb1	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI924933	h3n2	A/Guyane/590/2016	pb1	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI1035197	h3n2	A/Delaware/32/2016	pb1	Delaware Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1090845	h3n2	A/Washington/106/2016	pb1	Washington State Public Health Laboratory	Other Database Import	GISAID
EPI1324991	h3n2	A/Bolivia/3899/2018	pb1	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1321727	h3n2	A/Lyon/1241/2017	pb1	Cnr Influenza France Sud	Centers For Disease Control And Prevention	GISAID
EPI1270449	h3n2	A/Tokyo/18006/2018	pb1	Tokyo Metropolitan Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1197163	h3n2	A/Indiana/8/2018	pb1	Indiana State Department Of Health Laboratories	Centers For Disease Control And Prevention	GISAID
EPI1146343	h3n2	A/Kansas/14/2017	pb1	Kansas Department Of Health And Environment	Centers For Disease Control And Prevention	GISAID
EPI1643036	h3n2	A/Peru/6019/2019	pb1	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI1797486	h3n2	A/England/192180595/2019	pb1	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1702568	h3n2	A/Aichi/218/2019	pb1	Aichi Prefectural Institute Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1649102	h3n2	A/Argentina/2852/2019	pb1	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1587695	h3n2	A/Curico/48870/2019	pb1	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1586736	h3n2	A/Argentina/1538/2019	pb1	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1439861	h3n2	A/Pennsylvania/866/2019	pb1	Pennsylvania Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1586022	h3n2	A/Argentina/1333/2019	pb1	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1686119	h3n2	A/Peru/6219/2019	pb1	Laboratorio De Referencia Nacional Virus Respiratorios, Instituto Nacional De Salud	Centers For Disease Control And Prevention	GISAID
EPI775502	h3n2	A/Kyiv/454/2016	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI878066	h3n2	A/England/61660059/2016	pb1	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI775591	h3n2	A/Dnipro/767/2016	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI918258	h3n2	A/HongKong/121/2017	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1604507	h3n2	A/Kilifi/119/2016	pb1	Kemri Wellcome Trust Research Programme Cgmrc	Kemri Wellcome Trust Research Programme (kwtrp)	GISAID
EPI1161669	h3n2	A/Colombia/6739/2017	pb1	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1058315	h3n2	A/Colombia/5238/2017	pb1	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI918541	h3n2	A/Yamaguchi/34/2016	pb1	Yamaguchi Prefectural Institute Of Public Health And Environment	Centers For Disease Control And Prevention	GISAID
EPI955677	h3n2	A/Bahrain/786/2016	pb1	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1094349	h3n2	A/SouthCarolina/4/2017	pb1	South Carolina Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1026748	h3n2	A/Texas/68/2017	pb1	Dallas County Health And Human Services	Centers For Disease Control And Prevention	GISAID
EPI868078	h3n2	A/India/8359/2016	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1026756	h3n2	A/Florida/23/2017	pb1	Florida Department Of Health Jacksonville	Centers For Disease Control And Prevention	GISAID
EPI1163284	h3n2	A/India/9930/2017	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1088162	h3n2	A/Oman/5186/2017	pb1	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1320792	h3n2	A/India/4661/2018	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1274114	h3n2	A/India/4658/2018	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1205486	h3n2	A/NakhonSiThammarat/200/2017	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1197227	h3n2	A/Afghanistan/833/2017	pb1	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1197027	h3n2	A/Afghanistan/616/2017	pb1	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1112482	h3n2	A/England/73880604/2017	pb1	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1107312	h3n2	A/NewZealand/2391/2017	pb1	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI1132320	h3n2	A/Victoria/653/2017	pb1	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1106571	h3n2	A/Halmstad/1/2017	pb1		Public Health Agency Of Sweden	GISAID
EPI1215419	h3n2	A/Nagano/2731/2017	pb1	Nagano Environmental Conservation Research Institute	National Institute Of Infectious Diseases (niid)	GISAID
EPI1107121	h3n2	A/HongKong/4825/2017	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1117619	h3n2	A/Mozambique/309/2017	pb1	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1142264	h3n2	A/Pakistan/197/2017	pb1	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1277345	h3n2	A/Mozambique/8218/2018	pb1	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1049458	h3n2	A/SouthAfrica/R07380/2017	pb1	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1356502	h3n2	A/Kenya/167/2018	pb1	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1107034	h3n2	A/NewZealand/2337/2017	pb1	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI1313023	h3n2	A/Bangladesh/1371/2018	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1329207	h3n2	A/Bangladesh/723/2018	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1282673	h3n2	A/Philippines/189/2018	pb1	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1282635	h3n2	A/Madagascar/1123/2018	pb1	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI1322937	h3n2	A/Yokohama/95/2018	pb1	Yokohama City Institute Of Public Health.	National Institute Of Infectious Diseases (niid)	GISAID
EPI1372197	h3n2	A/HongKong/2060/2018	pb1	Hong Kong Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1320982	h3n2	A/Hawaii/50/2018	pb1	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1485355	h3n2	A/Sydney/22/2018	pb1	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1086159	h3n2	A/Bangladesh/1/2017	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1313150	h3n2	A/Vladimir/191/2018	pb1	Ivanovsky Research Institute Of Virology Rams	Centers For Disease Control And Prevention	GISAID
EPI1057174	h3n2	A/Bangladesh/1234/2017	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1314750	h3n2	A/Shimane/112/2017	pb1	Shimane Prefectural Institute Of Public Health And Environmental Science	Centers For Disease Control And Prevention	GISAID
EPI1085810	h3n2	A/Wisconsin/327/2017	pb1	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1057862	h3n2	A/Sapporo/46/2017	pb1	Sapporo City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1023782	h3n2	A/Singapore/TT0439/2017	pb1	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1037940	h3n2	A/Osaka/175/2017	pb1	Osaka Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1023826	h3n2	A/Singapore/TT0555/2017	pb1	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1142344	h3n2	A/Pakistan/178/2017	pb1	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1314758	h3n2	A/Kanagawa/IC1725/2018	pb1	National Institute Of Infectious Diseases (niid)	Centers For Disease Control And Prevention	GISAID
EPI1056019	h3n2	A/Bangladesh/2171/2017	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1124220	h3n2	A/Oman/5101/2017	pb1	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1174661	h3n2	A/Maldives/1060/2017	pb1	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1240039	h3n2	A/Cambodia/1004/2017	pb1	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1319959	h3n2	A/Iowa/60/2018	pb1	Iowa State Hygienic Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1348326	h3n2	A/Vietnam/237/2018	pb1	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1586126	h3n2	A/AbuDhabi/54/2019	pb1	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1607123	h3n2	A/Newcastle/82/2018	pb1	John Hunter Hospital	Centers For Disease Control And Prevention	GISAID
EPI1586158	h3n2	A/HongKong/3055/2019	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1573900	h3n2	A/ChiangRai/197/2019	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1438309	h3n2	A/Montana/18/2019	pb1	Montana Laboratory Services Bureau	Centers For Disease Control And Prevention	GISAID
EPI1806235	h3n2	A/MinasGerais/12710/2020	pb1	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1484882	h3n2	A/Victoria/2104/2019	pb1	Alfred Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1496221	h3n2	A/Wisconsin/554/2019	pb1	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1548501	h3n2	A/Wisconsin/557/2019	pb1	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1748816	h3n2	A/CaymanIslands/6663/2020	pb1	Caribbean Epidemiology Center	Centers For Disease Control And Prevention	GISAID
